Province,Centres,Zones,Neighbourhood,Dwelling Type ,Bachelor,1 Bedroom,2 Bedroom,3 Bedroom +,Total,Year,Centre_id,Zone_id,VR_ID
Que,Montréal,Downtown Montréal/Îles-des-Soeurs,Ville-Marie,Apt & Other,12.3,10.4,15.4,0.0,12.3,2020,centre6,Zone28,VR_3708
Que,Montréal,Downtown Montréal/Îles-des-Soeurs,Île-des-Soeurs,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone28,VR_3709
Que,Montréal,Downtown Montréal/Îles-des-Soeurs,Île-des-Soeurs,Apt & Other,0.6,1.2,0.1,0.0,0.6,2020,centre6,Zone28,VR_3710
Que,Montréal,Sud-Ouest/Verdun,Verdun,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone29,VR_3711
Que,Montréal,Sud-Ouest/Verdun,Verdun,Apt & Other,0.0,0.8,0.0,0.0,0.0,2020,centre6,Zone29,VR_3712
Que,Montréal,Sud-Ouest/Verdun,South West,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone29,VR_3713
Que,Montréal,Sud-Ouest/Verdun,South West,Apt & Other,0.6,3.8,2.5,0.0,2.6,2020,centre6,Zone29,VR_3714
Que,Montréal,LaSalle,LaSalle,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone30,VR_3715
Que,Montréal,LaSalle,LaSalle,Apt & Other,0.0,1.2,0.0,0.0,0.0,2020,centre6,Zone30,VR_3716
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Westmount,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone31,VR_3717
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Westmount,Apt & Other,5.3,3.9,3.4,3.0,3.6,2020,centre6,Zone31,VR_3718
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Notre-Dame-de-Grâce,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone31,VR_3719
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Notre-Dame-de-Grâce,Apt & Other,2.0,3.6,2.6,0.0,2.7,2020,centre6,Zone31,VR_3720
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Hampstead/Côte-Saint-Luc,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone31,VR_3721
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Hampstead/Côte-Saint-Luc,Apt & Other,0.0,0.0,0.0,0.0,5.1,2020,centre6,Zone31,VR_3722
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Côte-Saint-Luc/Montreal West,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone31,VR_3723
Que,Montréal,ND-de-Grâce/Ct-St-Luc etc.,Côte-Saint-Luc/Montreal West,Apt & Other,0.0,3.2,4.7,0.0,4.1,2020,centre6,Zone31,VR_3724
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Côte-des-Neiges,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone32,VR_3725
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Côte-des-Neiges,Apt & Other,5.0,3.6,4.8,0.0,5.0,2020,centre6,Zone32,VR_3726
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Outremont,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone32,VR_3727
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Outremont,Apt & Other,0.0,1.8,2.0,0.0,1.9,2020,centre6,Zone32,VR_3728
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Mont-Royal,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone32,VR_3729
Que,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Mont-Royal,Apt & Other,0.0,4.7,4.2,0.0,4.3,2020,centre6,Zone32,VR_3730
Que,Montréal,Plateau-Mont-Royal,Plateau-Mont-Royal,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone33,VR_3731
Que,Montréal,Plateau-Mont-Royal,Plateau-Mont-Royal,Apt & Other,6.6,3.8,1.4,0.0,4.3,2020,centre6,Zone33,VR_3732
Que,Montréal,Villeray/St-Michel/Pc-Extension,Parc-Extension,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone34,VR_3733
Que,Montréal,Villeray/St-Michel/Pc-Extension,Parc-Extension,Apt & Other,4.5,0.0,0.0,0.0,0.0,2020,centre6,Zone34,VR_3734
Que,Montréal,Villeray/St-Michel/Pc-Extension,Villeray,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone34,VR_3735
Que,Montréal,Villeray/St-Michel/Pc-Extension,Villeray,Apt & Other,0.0,1.9,0.0,0.1,1.4,2020,centre6,Zone34,VR_3736
Que,Montréal,Villeray/St-Michel/Pc-Extension,Saint-Michel,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone34,VR_3737
Que,Montréal,Villeray/St-Michel/Pc-Extension,Saint-Michel,Apt & Other,2.2,0.1,0.0,0.0,0.6,2020,centre6,Zone34,VR_3738
Que,Montréal,Hochelaga-Maisonneuve,East Ville-Marie,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone35,VR_3739
Que,Montréal,Hochelaga-Maisonneuve,East Ville-Marie,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone35,VR_3740
Que,Montréal,Hochelaga-Maisonneuve,Hochelaga-Maisonneuve,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone35,VR_3741
Que,Montréal,Hochelaga-Maisonneuve,Hochelaga-Maisonneuve,Apt & Other,0.0,0.0,0.0,0.0,2.6,2020,centre6,Zone35,VR_3742
Que,Montréal,Rosemont/La Petite-Patrie,Rosemont/La Petite-Patrie,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone36,VR_3743
Que,Montréal,Rosemont/La Petite-Patrie,Rosemont/La Petite-Patrie,Apt & Other,2.5,0.0,0.0,0.0,3.3,2020,centre6,Zone36,VR_3744
Que,Montréal,Anjou/Saint-Léonard,Saint-Léonard,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone37,VR_3745
Que,Montréal,Anjou/Saint-Léonard,Saint-Léonard,Apt & Other,0.0,0.7,0.0,0.0,0.0,2020,centre6,Zone37,VR_3746
Que,Montréal,Anjou/Saint-Léonard,Anjou,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone37,VR_3747
Que,Montréal,Anjou/Saint-Léonard,Anjou,Apt & Other,0.5,1.2,0.9,0.1,0.8,2020,centre6,Zone37,VR_3748
Que,Montréal,Montréal-Nord,Montréal-Nord,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone38,VR_3749
Que,Montréal,Montréal-Nord,Montréal-Nord,Apt & Other,1.4,1.0,0.4,0.1,0.6,2020,centre6,Zone38,VR_3750
Que,Montréal,Ahuntsic/Cartierville,Ahuntsic,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone39,VR_3751
Que,Montréal,Ahuntsic/Cartierville,Ahuntsic,Apt & Other,1.6,1.0,0.0,0.0,1.0,2020,centre6,Zone39,VR_3752
Que,Montréal,Ahuntsic/Cartierville,Cartierville,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone39,VR_3753
Que,Montréal,Ahuntsic/Cartierville,Cartierville,Apt & Other,0.0,2.6,1.3,0.0,1.9,2020,centre6,Zone39,VR_3754
Que,Montréal,Saint-Laurent,Saint-Laurent,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone40,VR_3755
Que,Montréal,Saint-Laurent,Saint-Laurent,Apt & Other,1.7,4.5,2.6,0.0,4.7,2020,centre6,Zone40,VR_3756
Que,Montréal,Dorval/Lachine/Saint-Pierre,Lachine,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone41,VR_3757
Que,Montréal,Dorval/Lachine/Saint-Pierre,Lachine,Apt & Other,0.0,2.9,2.4,0.0,2.8,2020,centre6,Zone41,VR_3758
Que,Montréal,Dorval/Lachine/Saint-Pierre,Dorval/Île-Dorval,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone41,VR_3759
Que,Montréal,Dorval/Lachine/Saint-Pierre,Dorval/Île-Dorval,Apt & Other,2.7,3.2,2.3,0.8,2.6,2020,centre6,Zone41,VR_3760
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Pointe-Claire,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone42,VR_3761
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Pointe-Claire,Apt & Other,0.0,1.4,2.7,3.1,2.2,2020,centre6,Zone42,VR_3762
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Beaconsfield-Kirkland,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone42,VR_3763
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Beaconsfield-Kirkland,Apt & Other,0.0,0.0,0.0,0.0,0.7,2020,centre6,Zone42,VR_3764
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Ste-Anne-de-Bellevue/Baie-d'Urfé,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone42,VR_3765
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Ste-Anne-de-Bellevue/Baie-d'Urfé,Apt & Other,5.9,4.5,0.0,0.0,2.8,2020,centre6,Zone42,VR_3766
Que,Montréal,Sainte-Geneviève/Senneville etc.,Dollard-des-Ormeaux,Row,0.0,0.0,6.9,3.4,4.5,2020,centre6,Zone43,VR_3767
Que,Montréal,Sainte-Geneviève/Senneville etc.,Dollard-des-Ormeaux,Apt & Other,2.8,2.7,1.3,0.7,2.0,2020,centre6,Zone43,VR_3768
Que,Montréal,Sainte-Geneviève/Senneville etc.,Senneville/Roxboro-Pierrefonds,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone43,VR_3769
Que,Montréal,Sainte-Geneviève/Senneville etc.,Senneville/Roxboro-Pierrefonds,Apt & Other,0.0,1.3,3.2,0.7,2.3,2020,centre6,Zone43,VR_3770
Que,Montréal,Sainte-Geneviève/Senneville etc.,L'Île-Bizard/Sainte-Geneviève,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone43,VR_3771
Que,Montréal,Sainte-Geneviève/Senneville etc.,L'Île-Bizard/Sainte-Geneviève,Apt & Other,0.0,0.0,0.3,0.0,0.8,2020,centre6,Zone43,VR_3772
Que,Montréal,Mercier,Mercier,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone44,VR_3773
Que,Montréal,Mercier,Mercier,Apt & Other,0.0,0.0,0.8,0.2,0.0,2020,centre6,Zone44,VR_3774
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Montréal-Est,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone45,VR_3775
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Montréal-Est,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone45,VR_3776
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Pointe-aux-Trembles,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone45,VR_3777
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Pointe-aux-Trembles,Apt & Other,0.0,2.0,1.7,0.0,2.6,2020,centre6,Zone45,VR_3778
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Rivière-des-Prairies,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone45,VR_3779
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Rivière-des-Prairies,Apt & Other,0.0,0.0,0.6,0.0,0.0,2020,centre6,Zone45,VR_3780
Que,Montréal,Chomedey/Sainte-Dorothée,Sainte-Dorothée,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone46,VR_3781
Que,Montréal,Chomedey/Sainte-Dorothée,Sainte-Dorothée,Apt & Other,0.0,0.0,0.7,0.0,0.7,2020,centre6,Zone46,VR_3782
Que,Montréal,Chomedey/Sainte-Dorothée,Chomedey,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone46,VR_3783
Que,Montréal,Chomedey/Sainte-Dorothée,Chomedey,Apt & Other,3.6,3.1,2.7,1.3,2.7,2020,centre6,Zone46,VR_3784
Que,Montréal,Laval-des-Rapides,Laval-des-Rapides,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone47,VR_3785
Que,Montréal,Laval-des-Rapides,Laval-des-Rapides,Apt & Other,0.0,0.0,0.5,0.0,0.0,2020,centre6,Zone47,VR_3786
Que,Montréal,Pont-Viau,Pont-Viau,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone48,VR_3787
Que,Montréal,Pont-Viau,Pont-Viau,Apt & Other,4.7,5.2,0.7,0.4,1.7,2020,centre6,Zone48,VR_3788
Que,Montréal,St-François/St-Vincent/Duvernay,Duvernay,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone49,VR_3789
Que,Montréal,St-François/St-Vincent/Duvernay,Duvernay,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone49,VR_3790
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-Vincent-de-Paul,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone49,VR_3791
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-Vincent-de-Paul,Apt & Other,1.5,5.2,2.5,0.0,3.0,2020,centre6,Zone49,VR_3792
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-François,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone49,VR_3793
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-François,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone49,VR_3794
Que,Montréal,Vimont/Auteuil,Vimont,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone50,VR_3795
Que,Montréal,Vimont/Auteuil,Vimont,Apt & Other,0.0,2.9,0.8,0.0,1.2,2020,centre6,Zone50,VR_3796
Que,Montréal,Vimont/Auteuil,Auteuil,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone50,VR_3797
Que,Montréal,Vimont/Auteuil,Auteuil,Apt & Other,0.0,0.0,0.5,0.0,0.0,2020,centre6,Zone50,VR_3798
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Sainte-Rose,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone51,VR_3799
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Sainte-Rose,Apt & Other,0.0,0.0,0.0,0.0,0.6,2020,centre6,Zone51,VR_3800
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Fabreville,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone51,VR_3801
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Fabreville,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone51,VR_3802
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Laval-Ouest,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone51,VR_3803
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Laval-Ouest,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone51,VR_3804
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Deux-Montagnes,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone52,VR_3805
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Deux-Montagnes,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone52,VR_3806
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Sainte-Marthe-sur-le-Lac,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone52,VR_3807
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Sainte-Marthe-sur-le-Lac,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone52,VR_3808
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Saint-Eustache,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone52,VR_3809
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Saint-Eustache,Apt & Other,0.0,0.0,0.5,0.0,0.3,2020,centre6,Zone52,VR_3810
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,St-Joseph-du-Lac/Pte-Calumet/Oka,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone52,VR_3811
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,St-Joseph-du-Lac/Pte-Calumet/Oka,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone52,VR_3812
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Mirabel/Saint-Placide,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone52,VR_3813
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Mirabel/Saint-Placide,Apt & Other,0.0,0.3,0.6,0.4,0.5,2020,centre6,Zone52,VR_3814
Que,Montréal,Blainville/Ste-Thérèse etc.,Boisbriand,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone53,VR_3815
Que,Montréal,Blainville/Ste-Thérèse etc.,Boisbriand,Apt & Other,0.0,4.4,0.0,0.7,1.9,2020,centre6,Zone53,VR_3816
Que,Montréal,Blainville/Ste-Thérèse etc.,Sainte-Thérèse,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone53,VR_3817
Que,Montréal,Blainville/Ste-Thérèse etc.,Sainte-Thérèse,Apt & Other,0.0,0.2,0.2,0.1,0.2,2020,centre6,Zone53,VR_3818
Que,Montréal,Blainville/Ste-Thérèse etc.,Lorraine/Rosemère/Blainville,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone53,VR_3819
Que,Montréal,Blainville/Ste-Thérèse etc.,Lorraine/Rosemère/Blainville,Apt & Other,0.0,0.0,0.1,0.0,0.1,2020,centre6,Zone53,VR_3820
Que,Montréal,Blainville/Ste-Thérèse etc.,Bois-des-Filion,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone53,VR_3821
Que,Montréal,Blainville/Ste-Thérèse etc.,Bois-des-Filion,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone53,VR_3822
Que,Montréal,Blainville/Ste-Thérèse etc.,Sainte-Anne-des-Plaines,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone53,VR_3823
Que,Montréal,Blainville/Ste-Thérèse etc.,Sainte-Anne-des-Plaines,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone53,VR_3824
Que,Montréal,Mascouche/Terrebonne etc.,Terrebonne,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone54,VR_3825
Que,Montréal,Mascouche/Terrebonne etc.,Terrebonne,Apt & Other,0.0,0.3,0.8,0.2,0.6,2020,centre6,Zone54,VR_3826
Que,Montréal,Mascouche/Terrebonne etc.,Lachenaie,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone54,VR_3827
Que,Montréal,Mascouche/Terrebonne etc.,Lachenaie,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone54,VR_3828
Que,Montréal,Mascouche/Terrebonne etc.,Mascouche,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone54,VR_3829
Que,Montréal,Mascouche/Terrebonne etc.,Mascouche,Apt & Other,0.0,0.0,0.7,0.0,0.4,2020,centre6,Zone54,VR_3830
Que,Montréal,Mascouche/Terrebonne etc.,La Plaine,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone54,VR_3831
Que,Montréal,Mascouche/Terrebonne etc.,La Plaine,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone54,VR_3832
Que,Montréal,L'Assomption/Lavaltrie etc.,Charlemagne,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone55,VR_3833
Que,Montréal,L'Assomption/Lavaltrie etc.,Charlemagne,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone55,VR_3834
Que,Montréal,L'Assomption/Lavaltrie etc.,Repentigny,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone55,VR_3835
Que,Montréal,L'Assomption/Lavaltrie etc.,Repentigny,Apt & Other,0.0,0.0,1.4,0.0,0.0,2020,centre6,Zone55,VR_3836
Que,Montréal,L'Assomption/Lavaltrie etc.,Le Gardeur,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone55,VR_3837
Que,Montréal,L'Assomption/Lavaltrie etc.,Le Gardeur,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone55,VR_3838
Que,Montréal,L'Assomption/Lavaltrie etc.,L'Assomption/St-Sulpice,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone55,VR_3839
Que,Montréal,L'Assomption/Lavaltrie etc.,L'Assomption/St-Sulpice,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone55,VR_3840
Que,Montréal,L'Assomption/Lavaltrie etc.,L'Épiphanie/St-Gerard-Majella,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone55,VR_3841
Que,Montréal,L'Assomption/Lavaltrie etc.,L'Épiphanie/St-Gerard-Majella,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone55,VR_3842
Que,Montréal,L'Assomption/Lavaltrie etc.,Lavaltrie,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone55,VR_3843
Que,Montréal,L'Assomption/Lavaltrie etc.,Lavaltrie,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone55,VR_3844
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Saint-Antoine,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone56,VR_3845
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Saint-Antoine,Apt & Other,0.0,0.0,0.0,0.0,0.2,2020,centre6,Zone56,VR_3846
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Saint-Jérôme,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone56,VR_3847
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Saint-Jérôme,Apt & Other,0.0,0.0,0.1,0.1,0.0,2020,centre6,Zone56,VR_3848
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Lafontaine,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone56,VR_3849
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Lafontaine,Apt & Other,0.0,0.0,0.3,0.0,0.0,2020,centre6,Zone56,VR_3850
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Bellefeuille/St-Colomban/Gore,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone56,VR_3851
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Bellefeuille/St-Colomban/Gore,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone56,VR_3852
Que,Montréal,Longueuil,Longueuil,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone57,VR_3853
Que,Montréal,Longueuil,Longueuil,Apt & Other,1.3,1.4,0.0,1.0,1.4,2020,centre6,Zone57,VR_3854
Que,Montréal,Boucherville/Brossard etc.,Saint-Lambert,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone58,VR_3855
Que,Montréal,Boucherville/Brossard etc.,Saint-Lambert,Apt & Other,2.0,2.2,2.1,0.0,2.0,2020,centre6,Zone58,VR_3856
Que,Montréal,Boucherville/Brossard etc.,Lemoyne,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone58,VR_3857
Que,Montréal,Boucherville/Brossard etc.,Lemoyne,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone58,VR_3858
Que,Montréal,Boucherville/Brossard etc.,Greenfield Park,Row,0.0,0.0,0.0,5.0,3.4,2020,centre6,Zone58,VR_3859
Que,Montréal,Boucherville/Brossard etc.,Greenfield Park,Apt & Other,0.0,0.4,0.4,0.0,0.5,2020,centre6,Zone58,VR_3860
Que,Montréal,Boucherville/Brossard etc.,Brossard,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone58,VR_3861
Que,Montréal,Boucherville/Brossard etc.,Brossard,Apt & Other,0.0,2.2,4.0,1.0,3.0,2020,centre6,Zone58,VR_3862
Que,Montréal,Boucherville/Brossard etc.,Saint-Hubert,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone58,VR_3863
Que,Montréal,Boucherville/Brossard etc.,Saint-Hubert,Apt & Other,0.0,0.6,1.2,0.0,1.0,2020,centre6,Zone58,VR_3864
Que,Montréal,Boucherville/Brossard etc.,Boucherville,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone58,VR_3865
Que,Montréal,Boucherville/Brossard etc.,Boucherville,Apt & Other,0.0,0.0,1.3,0.0,1.1,2020,centre6,Zone58,VR_3866
Que,Montréal,Beauharnois/La Prairie/Léry etc.,La Prairie,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone59,VR_3867
Que,Montréal,Beauharnois/La Prairie/Léry etc.,La Prairie,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone59,VR_3868
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Candiac,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone59,VR_3869
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Candiac,Apt & Other,0.0,0.0,0.3,0.0,0.2,2020,centre6,Zone59,VR_3870
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Delson,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone59,VR_3871
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Delson,Apt & Other,0.0,0.0,0.5,0.0,0.3,2020,centre6,Zone59,VR_3872
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Sainte-Catherine,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone59,VR_3873
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Sainte-Catherine,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone59,VR_3874
Que,Montréal,Beauharnois/La Prairie/Léry etc.,St-Constant/St-Mathieu/St-Philippe,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone59,VR_3875
Que,Montréal,Beauharnois/La Prairie/Léry etc.,St-Constant/St-Mathieu/St-Philippe,Apt & Other,0.0,0.0,0.0,0.4,0.3,2020,centre6,Zone59,VR_3876
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Châteauguay/Léry,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone59,VR_3877
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Châteauguay/Léry,Apt & Other,0.0,1.1,0.8,0.7,0.9,2020,centre6,Zone59,VR_3878
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Saint-Isidore/Ville de Mercier,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone59,VR_3879
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Saint-Isidore/Ville de Mercier,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone59,VR_3880
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Maple Grove/Beauharnois,Row,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone59,VR_3881
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Maple Grove/Beauharnois,Apt & Other,0.0,0.0,0.0,0.0,0.0,2020,centre6,Zone59,VR_3882
